class,precision,recall,f1-score,accuracy,support,samples_per_class,fold,model
Epithelial,0.07376648754274548,0.33555555555555555,0.12094513416099319,0.9236415501287135,450.0,15,1,MAPS
Lymphatic,0.06787687450670876,0.11405835543766578,0.0851063829787234,0.9356780073749391,754.0,15,1,MAPS
M1,0.13049645390070921,0.14838709677419354,0.13886792452830188,0.9603075210464065,620.0,15,1,MAPS
M2,0.2875,0.3630748112560055,0.3208977858659387,0.922110902386419,1457.0,15,1,MAPS
Mast,0.31422189128816086,0.6345864661654136,0.42031872509960166,0.9595074097265707,665.0,15,1,MAPS
Monocyte,0.33150470219435735,0.3060781476121563,0.3182844243792325,0.9369651429764141,1382.0,15,1,MAPS
NK,0.5485714285714286,0.45776566757493187,0.49907166728555513,0.9530717317191957,1468.0,15,1,MAPS
Neutrophil,0.0,0.0,0.0,0.976066235302303,688.0,15,1,MAPS
Other,0.0,0.0,0.0,0.9644820148890281,1021.0,15,1,MAPS
Treg,0.3125,0.5141579731743666,0.3887323943661972,0.9622556181729632,671.0,15,1,MAPS
Tumor,0.6116700201207244,0.7360774818401937,0.6681318681318681,0.9579767619842761,1652.0,15,1,MAPS
overall,0.3017892308029685,0.35865608881412286,0.3136504435258457,0.36937313017463297,,15,1,MAPS
B,0.7891052951917225,0.8003086419753086,0.7946674839105117,0.9533848187573923,3240.0,500,2,MAPS
CD4 T,0.8635239821987802,0.698906083244397,0.7725429477254295,0.8926807207959369,7496.0,500,2,MAPS
CD8 T,0.9067000626174077,0.8241320432555492,0.8634466308884913,0.9681346970013219,3514.0,500,2,MAPS
DC,0.7682375726275016,0.6175402179553711,0.6846950517836594,0.9618729562373896,1927.0,500,2,MAPS
Endothelial,0.8595139300533492,0.832854681217691,0.8459743290548426,0.981632227092465,1741.0,500,2,MAPS
Epithelial,0.6392914653784219,0.8822222222222222,0.7413632119514472,0.9903638767132819,450.0,500,2,MAPS
Lymphatic,0.8086854460093896,0.9137931034482759,0.8580323785803238,0.992068461699019,754.0,500,2,MAPS
M1,0.49729144095341277,0.7403225806451613,0.5949449125081011,0.9782578445696792,620.0,500,2,MAPS
