ligand,receptor,median_responder,median_nonresponder,difference
ICAM1,ITGAX_ITGB2,56.75675675675676,65.02333283155201,-8.266576075
ICAM1,ITGAL_ITGB2,52.38095238095239,59.69782433521354,-7.316871954
ICAM2,ITGAL_ITGB2,61.76470588235294,58.730158730158735,3.0345471521942073
ICAM1,ITGAM_ITGB2,48.37662337662338,63.39072514766872,-15.01410177
ICAM2,ITGAM_ITGB2,56.25,58.97435897435898,-2.724358974
ICAM1,ITGAL,23.66412213740458,25.511463844797177,-1.847341707
ICOSLG,ICOS,26.785714285714285,30.379936178699644,-3.594221893
ICOSLG,CD28,26.666666666666668,33.56128186699362,-6.8946152
ICOSLG,CTLA4,16.666666666666664,22.968062727098868,-6.30139606
ITGB2,ICAM1,31.379107981220656,30.837004405286343,0.5421035759343127
ITGB2,ICAM2,21.56174334140436,20,1.5617433414043589
HLA-A,CD8A,20.869500668085315,16.772832343583936,4.096668325
HLA-B,CD8A,21.271184102525194,17.077530697813717,4.193653404711476
HLA-C,CD8A,20.924890414555563,15.836900816040401,5.087989598515161
HLA-E,CD8A,22.78846153846154,18.823529411764707,3.9649321266968336
HLA-A,CD8B,12.45692980047756,10.109496290170211,2.347433510307349
HLA-B,CD8B,12.863378369238934,10.20880228688219,2.654576082356744
HLA-C,CD8B,13.196919273557098,9.967329242,3.2295900317018873
HLA-E,CD8B,13.61111111111111,12.083333333333334,1.5277777777777768
HLA-E,KLRK1,24.13768115942029,17.482517482517483,6.655163676902806
HLA-DPA1,CD4,32.04656735,35.88166204559458,-3.835094695
HLA-DPB1,CD4,34.42287124640066,35.92233009708738,-1.499458851
HLA-DQA1,CD4,33.11403509,36.95652173913043,-3.842486651
HLA-DQB1,CD4,31.404510981975772,37.391304347826086,-5.986793366
HLA-DRA,CD4,34.074551873981534,36.061353606623534,-1.986801733
HLA-DRB1,CD4,32.440770708423074,37.49218261413384,-5.051411906
HLA-DRB5,CD4,32.73381294964029,36.53846153846153,-3.804648589
DLL1,NOTCH1,32.87671232876712,38.983050847457626,-6.106338519
DLL1,NOTCH3,30.208333333333332,30.909090909090907,-0.700757576
JAG1,NOTCH1,32.092010199745005,29.361658456486044,2.730351743258961
JAG1,NOTCH2,20.829528158295282,17.983512999365885,2.846015158929397
JAG1,NOTCH3,32.25766871165644,35.81244337058291,-3.554774659
DLL1,NOTCH2,20.833333333333336,21.12676056338028,-0.29342723
CD274,PDCD1,12.28448275862069,13.953488372093023,-1.669005613
PDCD1LG2,PDCD1,13.450292397660817,11.235223402123822,2.2150689955369955
PECAM1,PECAM1,100,100,0
SELL,CD34,36.89613526570048,33.86363636363636,3.0324989020641198
SELPLG,SELL,24.848484848484848,28.81355932,-3.965074474
